"state","county","fips","candidate","party","votes","total_votes"
"AL","Autauga",1001,"HILLARY CLINTON","Democrat",5936,24973
"AL","Autauga",1001,"DONALD TRUMP","Republican",18172,24973
"AL","Autauga",1001,"OTHER","Other",865,24973
"AL","Baldwin",1003,"HILLARY CLINTON","Democrat",18458,95215
"AL","Baldwin",1003,"DONALD TRUMP","Republican",72883,95215
"AL","Baldwin",1003,"OTHER","Other",3874,95215
"AL","Barbour",1005,"HILLARY CLINTON","Democrat",4871,10469
"AL","Barbour",1005,"DONALD TRUMP","Republican",5454,10469
"AL","Barbour",1005,"OTHER","Other",144,10469
"AL","Bibb",1007,"HILLARY CLINTON","Democrat",1874,8819
"AL","Bibb",1007,"DONALD TRUMP","Republican",6738,8819
"AL","Bibb",1007,"OTHER","Other",207,8819
"AL","Blount",1009,"HILLARY CLINTON","Democrat",2156,25588
"AL","Blount",1009,"DONALD TRUMP","Republican",22859,25588
"AL","Blount",1009,"OTHER","Other",573,25588
"AL","Bullock",1011,"HILLARY CLINTON","Democrat",3530,4710
"AL","Bullock",1011,"DONALD TRUMP","Republican",1140,4710
"AL","Bullock",1011,"OTHER","Other",40,4710
"AL","Butler",1013,"HILLARY CLINTON","Democrat",3726,8732
"AL","Butler",1013,"DONALD TRUMP","Republican",4901,8732
"AL","Butler",1013,"OTHER","Other",105,8732
"AL","Calhoun",1015,"HILLARY CLINTON","Democrat",13242,47864
"AL","Calhoun",1015,"DONALD TRUMP","Republican",32865,47864
"AL","Calhoun",1015,"OTHER","Other",1757,47864
"AL","Chambers",1017,"HILLARY CLINTON","Democrat",5784,13900
"AL","Chambers",1017,"DONALD TRUMP","Republican",7843,13900
"AL","Chambers",1017,"OTHER","Other",273,13900
"AL","Cherokee",1019,"HILLARY CLINTON","Democrat",1547,10733
"AL","Cherokee",1019,"DONALD TRUMP","Republican",8953,10733
"AL","Cherokee",1019,"OTHER","Other",233,10733
"AL","Chilton",1021,"HILLARY CLINTON","Democrat",2911,18369
"AL","Chilton",1021,"DONALD TRUMP","Republican",15081,18369
"AL","Chilton",1021,"OTHER","Other",377,18369
"AL","Choctaw",1023,"HILLARY CLINTON","Democrat",3109,7292
"AL","Choctaw",1023,"DONALD TRUMP","Republican",4106,7292
"AL","Choctaw",1023,"OTHER","Other",77,7292
"AL","Clarke",1025,"HILLARY CLINTON","Democrat",5749,13031
"AL","Clarke",1025,"DONALD TRUMP","Republican",7140,13031
"AL","Clarke",1025,"OTHER","Other",142,13031
"AL","Clay",1027,"HILLARY CLINTON","Democrat",1237,6624
"AL","Clay",1027,"DONALD TRUMP","Republican",5245,6624
"AL","Clay",1027,"OTHER","Other",142,6624
"AL","Cleburne",1029,"HILLARY CLINTON","Democrat",684,6593
"AL","Cleburne",1029,"DONALD TRUMP","Republican",5764,6593
"AL","Cleburne",1029,"OTHER","Other",145,6593
"AL","Coffee",1031,"HILLARY CLINTON","Democrat",4221,20767
"AL","Coffee",1031,"DONALD TRUMP","Republican",15875,20767
"AL","Coffee",1031,"OTHER","Other",671,20767
"AL","Colbert",1033,"HILLARY CLINTON","Democrat",7312,24915
"AL","Colbert",1033,"DONALD TRUMP","Republican",16746,24915
"AL","Colbert",1033,"OTHER","Other",857,24915
"AL","Conecuh",1035,"HILLARY CLINTON","Democrat",3080,6585
"AL","Conecuh",1035,"DONALD TRUMP","Republican",3420,6585
"AL","Conecuh",1035,"OTHER","Other",85,6585
"AL","Coosa",1037,"HILLARY CLINTON","Democrat",1782,5252
"AL","Coosa",1037,"DONALD TRUMP","Republican",3381,5252
"AL","Coosa",1037,"OTHER","Other",89,5252
"AL","Covington",1039,"HILLARY CLINTON","Democrat",2387,15940
"AL","Covington",1039,"DONALD TRUMP","Republican",13267,15940
"AL","Covington",1039,"OTHER","Other",286,15940
"AL","Crenshaw",1041,"HILLARY CLINTON","Democrat",1664,6267
"AL","Crenshaw",1041,"DONALD TRUMP","Republican",4513,6267
"AL","Crenshaw",1041,"OTHER","Other",90,6267
"AL","Cullman",1043,"HILLARY CLINTON","Democrat",3798,37873
"AL","Cullman",1043,"DONALD TRUMP","Republican",32989,37873
"AL","Cullman",1043,"OTHER","Other",1086,37873
"AL","Dale",1045,"HILLARY CLINTON","Democrat",4413,18749
"AL","Dale",1045,"DONALD TRUMP","Republican",13808,18749
"AL","Dale",1045,"OTHER","Other",528,18749
"AL","Dallas",1047,"HILLARY CLINTON","Democrat",12836,18792
"AL","Dallas",1047,"DONALD TRUMP","Republican",5789,18792
"AL","Dallas",1047,"OTHER","Other",167,18792
"AL","Dekalb",1049,"HILLARY CLINTON","Democrat",3622,25826
"AL","Dekalb",1049,"DONALD TRUMP","Republican",21405,25826
"AL","Dekalb",1049,"OTHER","Other",799,25826
"AL","Elmore",1051,"HILLARY CLINTON","Democrat",8443,37260
"AL","Elmore",1051,"DONALD TRUMP","Republican",27634,37260
"AL","Elmore",1051,"OTHER","Other",1183,37260
"AL","Escambia",1053,"HILLARY CLINTON","Democrat",4605,14845
"AL","Escambia",1053,"DONALD TRUMP","Republican",9935,14845
"AL","Escambia",1053,"OTHER","Other",305,14845
"AL","Etowah",1055,"HILLARY CLINTON","Democrat",10442,44164
"AL","Etowah",1055,"DONALD TRUMP","Republican",32353,44164
"AL","Etowah",1055,"OTHER","Other",1369,44164
"AL","Fayette",1057,"HILLARY CLINTON","Democrat",1362,8249
"AL","Fayette",1057,"DONALD TRUMP","Republican",6712,8249
"AL","Fayette",1057,"OTHER","Other",175,8249
"AL","Franklin",1059,"HILLARY CLINTON","Democrat",2197,12040
"AL","Franklin",1059,"DONALD TRUMP","Republican",9466,12040
"AL","Franklin",1059,"OTHER","Other",377,12040
"AL","Geneva",1061,"HILLARY CLINTON","Democrat",1525,11758
"AL","Geneva",1061,"DONALD TRUMP","Republican",9994,11758
"AL","Geneva",1061,"OTHER","Other",239,11758
"AL","Greene",1063,"HILLARY CLINTON","Democrat",4013,4880
"AL","Greene",1063,"DONALD TRUMP","Republican",838,4880
"AL","Greene",1063,"OTHER","Other",29,4880
"AL","Hale",1065,"HILLARY CLINTON","Democrat",4775,8040
"AL","Hale",1065,"DONALD TRUMP","Republican",3173,8040
"AL","Hale",1065,"OTHER","Other",92,8040
"AL","Henry",1067,"HILLARY CLINTON","Democrat",2292,8072
"AL","Henry",1067,"DONALD TRUMP","Republican",5632,8072
"AL","Henry",1067,"OTHER","Other",148,8072
"AL","Houston",1069,"HILLARY CLINTON","Democrat",10664,42639
"AL","Houston",1069,"DONALD TRUMP","Republican",30728,42639
"AL","Houston",1069,"OTHER","Other",1247,42639
"AL","Jackson",1071,"HILLARY CLINTON","Democrat",3673,20984
"AL","Jackson",1071,"DONALD TRUMP","Republican",16672,20984
"AL","Jackson",1071,"OTHER","Other",639,20984
"AL","Jefferson",1073,"HILLARY CLINTON","Democrat",156873,304191
"AL","Jefferson",1073,"DONALD TRUMP","Republican",134768,304191
"AL","Jefferson",1073,"OTHER","Other",12550,304191
"AL","Lamar",1075,"HILLARY CLINTON","Democrat",1036,6966
"AL","Lamar",1075,"DONALD TRUMP","Republican",5823,6966
"AL","Lamar",1075,"OTHER","Other",107,6966
"AL","Lauderdale",1077,"HILLARY CLINTON","Democrat",9952,39525
"AL","Lauderdale",1077,"DONALD TRUMP","Republican",27899,39525
"AL","Lauderdale",1077,"OTHER","Other",1674,39525
"AL","Lawrence",1079,"HILLARY CLINTON","Democrat",3627,14829
"AL","Lawrence",1079,"DONALD TRUMP","Republican",10833,14829
"AL","Lawrence",1079,"OTHER","Other",369,14829
"AL","Lee",1081,"HILLARY CLINTON","Democrat",21230,59191
"AL","Lee",1081,"DONALD TRUMP","Republican",34617,59191
"AL","Lee",1081,"OTHER","Other",3344,59191
"AL","Limestone",1083,"HILLARY CLINTON","Democrat",9468,40294
"AL","Limestone",1083,"DONALD TRUMP","Republican",29067,40294
"AL","Limestone",1083,"OTHER","Other",1759,40294
"AL","Lowndes",1085,"HILLARY CLINTON","Democrat",4883,6684
"AL","Lowndes",1085,"DONALD TRUMP","Republican",1751,6684
"AL","Lowndes",1085,"OTHER","Other",50,6684
"AL","Macon",1087,"HILLARY CLINTON","Democrat",7566,9140
"AL","Macon",1087,"DONALD TRUMP","Republican",1431,9140
"AL","Macon",1087,"OTHER","Other",143,9140
"AL","Madison",1089,"HILLARY CLINTON","Democrat",62822,163389
"AL","Madison",1089,"DONALD TRUMP","Republican",89520,163389
"AL","Madison",1089,"OTHER","Other",11047,163389
"AL","Marengo",1091,"HILLARY CLINTON","Democrat",5615,10994
"AL","Marengo",1091,"DONALD TRUMP","Republican",5233,10994
"AL","Marengo",1091,"OTHER","Other",146,10994
"AL","Marion",1093,"HILLARY CLINTON","Democrat",1432,12984
"AL","Marion",1093,"DONALD TRUMP","Republican",11274,12984
"AL","Marion",1093,"OTHER","Other",278,12984
"AL","Marshall",1095,"HILLARY CLINTON","Democrat",4917,35316
"AL","Marshall",1095,"DONALD TRUMP","Republican",29233,35316
"AL","Marshall",1095,"OTHER","Other",1166,35316
"AL","Mobile",1097,"HILLARY CLINTON","Democrat",72186,172737
"AL","Mobile",1097,"DONALD TRUMP","Republican",95116,172737
"AL","Mobile",1097,"OTHER","Other",5435,172737
"AL","Monroe",1099,"HILLARY CLINTON","Democrat",4332,10271
"AL","Monroe",1099,"DONALD TRUMP","Republican",5795,10271
"AL","Monroe",1099,"OTHER","Other",144,10271
"AL","Montgomery",1101,"HILLARY CLINTON","Democrat",58916,95878
"AL","Montgomery",1101,"DONALD TRUMP","Republican",34003,95878
"AL","Montgomery",1101,"OTHER","Other",2959,95878
"AL","Morgan",1103,"HILLARY CLINTON","Democrat",11254,50644
"AL","Morgan",1103,"DONALD TRUMP","Republican",37486,50644
"AL","Morgan",1103,"OTHER","Other",1904,50644
"AL","Perry",1105,"HILLARY CLINTON","Democrat",3824,5278
"AL","Perry",1105,"DONALD TRUMP","Republican",1407,5278
"AL","Perry",1105,"OTHER","Other",47,5278
"AL","Pickens",1107,"HILLARY CLINTON","Democrat",3972,9542
"AL","Pickens",1107,"DONALD TRUMP","Republican",5456,9542
"AL","Pickens",1107,"OTHER","Other",114,9542
"AL","Pike",1109,"HILLARY CLINTON","Democrat",5056,13168
"AL","Pike",1109,"DONALD TRUMP","Republican",7693,13168
"AL","Pike",1109,"OTHER","Other",419,13168
"AL","Randolph",1111,"HILLARY CLINTON","Democrat",2291,10187
"AL","Randolph",1111,"DONALD TRUMP","Republican",7705,10187
"AL","Randolph",1111,"OTHER","Other",191,10187
"AL","Russell",1113,"HILLARY CLINTON","Democrat",9579,19256
"AL","Russell",1113,"DONALD TRUMP","Republican",9210,19256
"AL","Russell",1113,"OTHER","Other",467,19256
"AL","St. Clair",1115,"HILLARY CLINTON","Democrat",5589,38400
"AL","St. Clair",1115,"DONALD TRUMP","Republican",31651,38400
"AL","St. Clair",1115,"OTHER","Other",1160,38400
"AL","Shelby",1117,"HILLARY CLINTON","Democrat",22977,101254
"AL","Shelby",1117,"DONALD TRUMP","Republican",73020,101254
"AL","Shelby",1117,"OTHER","Other",5257,101254
"AL","Sumter",1119,"HILLARY CLINTON","Democrat",4746,6411
"AL","Sumter",1119,"DONALD TRUMP","Republican",1581,6411
"AL","Sumter",1119,"OTHER","Other",84,6411
"AL","Talladega",1121,"HILLARY CLINTON","Democrat",12121,33407
"AL","Talladega",1121,"DONALD TRUMP","Republican",20614,33407
"AL","Talladega",1121,"OTHER","Other",672,33407
"AL","Tallapoosa",1123,"HILLARY CLINTON","Democrat",5519,19486
"AL","Tallapoosa",1123,"DONALD TRUMP","Republican",13594,19486
"AL","Tallapoosa",1123,"OTHER","Other",373,19486
"AL","Tuscaloosa",1125,"HILLARY CLINTON","Democrat",31762,82700
"AL","Tuscaloosa",1125,"DONALD TRUMP","Republican",47723,82700
"AL","Tuscaloosa",1125,"OTHER","Other",3215,82700
"AL","Walker",1127,"HILLARY CLINTON","Democrat",4497,29472
"AL","Walker",1127,"DONALD TRUMP","Republican",24266,29472
"AL","Walker",1127,"OTHER","Other",709,29472
"AL","Washington",1129,"HILLARY CLINTON","Democrat",2374,8533
"AL","Washington",1129,"DONALD TRUMP","Republican",6042,8533
"AL","Washington",1129,"OTHER","Other",117,8533
"AL","Wilcox",1131,"HILLARY CLINTON","Democrat",4339,6118
"AL","Wilcox",1131,"DONALD TRUMP","Republican",1737,6118
"AL","Wilcox",1131,"OTHER","Other",42,6118
"AL","Winston",1133,"HILLARY CLINTON","Democrat",872,10313
"AL","Winston",1133,"DONALD TRUMP","Republican",9228,10313
"AL","Winston",1133,"OTHER","Other",213,10313
"AZ","Apache",4001,"HILLARY CLINTON","Democrat",17083,27661
"AZ","Apache",4001,"DONALD TRUMP","Republican",8240,27661
"AZ","Apache",4001,"OTHER","Other",2338,27661
"AZ","Cochise",4003,"HILLARY CLINTON","Democrat",17450,50015
"AZ","Cochise",4003,"DONALD TRUMP","Republican",28092,50015
"AZ","Cochise",4003,"OTHER","Other",4473,50015
"AZ","Coconino",4005,"HILLARY CLINTON","Democrat",32404,59784
"AZ","Coconino",4005,"DONALD TRUMP","Republican",21108,59784
"AZ","Coconino",4005,"OTHER","Other",6272,59784
"AZ","Gila",4007,"HILLARY CLINTON","Democrat",7003,22312
"AZ","Gila",4007,"DONALD TRUMP","Republican",14182,22312
"AZ","Gila",4007,"OTHER","Other",1127,22312
"AZ","Graham",4009,"HILLARY CLINTON","Democrat",3301,12134
"AZ","Graham",4009,"DONALD TRUMP","Republican",8025,12134
"AZ","Graham",4009,"OTHER","Other",808,12134
"AZ","Greenlee",4011,"HILLARY CLINTON","Democrat",1092,3270
"AZ","Greenlee",4011,"DONALD TRUMP","Republican",1892,3270
"AZ","Greenlee",4011,"OTHER","Other",286,3270
"AZ","La Paz",4012,"HILLARY CLINTON","Democrat",1575,5951
"AZ","La Paz",4012,"DONALD TRUMP","Republican",4003,5951
"AZ","La Paz",4012,"OTHER","Other",373,5951
"AZ","Maricopa",4013,"HILLARY CLINTON","Democrat",702907,1567834
"AZ","Maricopa",4013,"DONALD TRUMP","Republican",747361,1567834
"AZ","Maricopa",4013,"OTHER","Other",117566,1567834
"AZ","Mohave",4015,"HILLARY CLINTON","Democrat",17455,79943
"AZ","Mohave",4015,"DONALD TRUMP","Republican",58282,79943
"AZ","Mohave",4015,"OTHER","Other",4206,79943
"AZ","Navajo",4017,"HILLARY CLINTON","Democrat",16459,40294
"AZ","Navajo",4017,"DONALD TRUMP","Republican",20577,40294
"AZ","Navajo",4017,"OTHER","Other",3258,40294
"AZ","Pima",4019,"HILLARY CLINTON","Democrat",224661,421640
"AZ","Pima",4019,"DONALD TRUMP","Republican",167428,421640
"AZ","Pima",4019,"OTHER","Other",29551,421640
"AZ","Pinal",4021,"HILLARY CLINTON","Democrat",47892,129546
"AZ","Pinal",4021,"DONALD TRUMP","Republican",72819,129546
"AZ","Pinal",4021,"OTHER","Other",8835,129546
"AZ","Santa Cruz",4023,"HILLARY CLINTON","Democrat",11690,16433
"AZ","Santa Cruz",4023,"DONALD TRUMP","Republican",3897,16433
"AZ","Santa Cruz",4023,"OTHER","Other",846,16433
"AZ","Yavapai",4025,"HILLARY CLINTON","Democrat",35590,114450
"AZ","Yavapai",4025,"DONALD TRUMP","Republican",71330,114450
"AZ","Yavapai",4025,"OTHER","Other",7530,114450
"AZ","Yuma",4027,"HILLARY CLINTON","Democrat",24605,53010
"AZ","Yuma",4027,"DONALD TRUMP","Republican",25165,53010
"AZ","Yuma",4027,"OTHER","Other",3240,53010
"AR","Arkansas",5001,"HILLARY CLINTON","Democrat",1939,6212
"AR","Arkansas",5001,"DONALD TRUMP","Republican",3826,6212
"AR","Arkansas",5001,"OTHER","Other",447,6212
"AR","Ashley",5003,"HILLARY CLINTON","Democrat",2408,8083
"AR","Ashley",5003,"DONALD TRUMP","Republican",5338,8083
"AR","Ashley",5003,"OTHER","Other",337,8083
"AR","Baxter",5005,"HILLARY CLINTON","Democrat",4169,19766
"AR","Baxter",5005,"DONALD TRUMP","Republican",14682,19766
"AR","Baxter",5005,"OTHER","Other",915,19766
"AR","Benton",5007,"HILLARY CLINTON","Democrat",28005,96824
"AR","Benton",5007,"DONALD TRUMP","Republican",60871,96824
"AR","Benton",5007,"OTHER","Other",7948,96824
"AR","Boone",5009,"HILLARY CLINTON","Democrat",2926,16111
"AR","Boone",5009,"DONALD TRUMP","Republican",12235,16111
"AR","Boone",5009,"OTHER","Other",950,16111
"AR","Bradley",5011,"HILLARY CLINTON","Democrat",1317,3653
"AR","Bradley",5011,"DONALD TRUMP","Republican",2164,3653
"AR","Bradley",5011,"OTHER","Other",172,3653
"AR","Calhoun",5013,"HILLARY CLINTON","Democrat",639,2269
"AR","Calhoun",5013,"DONALD TRUMP","Republican",1556,2269
"AR","Calhoun",5013,"OTHER","Other",74,2269
"AR","Carroll",5015,"HILLARY CLINTON","Democrat",3342,10758
"AR","Carroll",5015,"DONALD TRUMP","Republican",6786,10758
"AR","Carroll",5015,"OTHER","Other",630,10758
"AR","Chicot",5017,"HILLARY CLINTON","Democrat",2350,4176
"AR","Chicot",5017,"DONALD TRUMP","Republican",1716,4176
"AR","Chicot",5017,"OTHER","Other",110,4176
"AR","Clark",5019,"HILLARY CLINTON","Democrat",3620,8526
"AR","Clark",5019,"DONALD TRUMP","Republican",4404,8526
"AR","Clark",5019,"OTHER","Other",502,8526
"AR","Clay",5021,"HILLARY CLINTON","Democrat",1199,5200
"AR","Clay",5021,"DONALD TRUMP","Republican",3781,5200
"AR","Clay",5021,"OTHER","Other",220,5200
"AR","Cleburne",5023,"HILLARY CLINTON","Democrat",2101,12085
"AR","Cleburne",5023,"DONALD TRUMP","Republican",9458,12085
"AR","Cleburne",5023,"OTHER","Other",526,12085
"AR","Cleveland",5025,"HILLARY CLINTON","Democrat",723,3354
"AR","Cleveland",5025,"DONALD TRUMP","Republican",2462,3354
"AR","Cleveland",5025,"OTHER","Other",169,3354
"AR","Columbia",5027,"HILLARY CLINTON","Democrat",3140,8887
"AR","Columbia",5027,"DONALD TRUMP","Republican",5456,8887
"AR","Columbia",5027,"OTHER","Other",291,8887
"AR","Conway",5029,"HILLARY CLINTON","Democrat",2656,7927
"AR","Conway",5029,"DONALD TRUMP","Republican",4849,7927
"AR","Conway",5029,"OTHER","Other",422,7927
"AR","Craighead",5031,"HILLARY CLINTON","Democrat",10538,35573
"AR","Craighead",5031,"DONALD TRUMP","Republican",22892,35573
"AR","Craighead",5031,"OTHER","Other",2143,35573
"AR","Crawford",5033,"HILLARY CLINTON","Democrat",4488,22450
"AR","Crawford",5033,"DONALD TRUMP","Republican",16686,22450
"AR","Crawford",5033,"OTHER","Other",1276,22450
"AR","Crittenden",5035,"HILLARY CLINTON","Democrat",8410,15952
"AR","Crittenden",5035,"DONALD TRUMP","Republican",6964,15952
"AR","Crittenden",5035,"OTHER","Other",578,15952
"AR","Cross",5037,"HILLARY CLINTON","Democrat",1999,6874
"AR","Cross",5037,"DONALD TRUMP","Republican",4584,6874
"AR","Cross",5037,"OTHER","Other",291,6874
"AR","Dallas",5039,"HILLARY CLINTON","Democrat",1165,2771
"AR","Dallas",5039,"DONALD TRUMP","Republican",1509,2771
"AR","Dallas",5039,"OTHER","Other",97,2771
"AR","Desha",5041,"HILLARY CLINTON","Democrat",2228,4257
"AR","Desha",5041,"DONALD TRUMP","Republican",1919,4257
"AR","Desha",5041,"OTHER","Other",110,4257
"AR","Drew",5043,"HILLARY CLINTON","Democrat",2365,6595
"AR","Drew",5043,"DONALD TRUMP","Republican",3968,6595
"AR","Drew",5043,"OTHER","Other",262,6595
"AR","Faulkner",5045,"HILLARY CLINTON","Democrat",14629,47527
"AR","Faulkner",5045,"DONALD TRUMP","Republican",29346,47527
"AR","Faulkner",5045,"OTHER","Other",3552,47527
"AR","Franklin",5047,"HILLARY CLINTON","Democrat",1376,6770
"AR","Franklin",5047,"DONALD TRUMP","Republican",5039,6770
"AR","Franklin",5047,"OTHER","Other",355,6770
"AR","Fulton",5049,"HILLARY CLINTON","Democrat",1067,4772
"AR","Fulton",5049,"DONALD TRUMP","Republican",3471,4772
"AR","Fulton",5049,"OTHER","Other",234,4772
"AR","Garland",5051,"HILLARY CLINTON","Democrat",12311,40805
"AR","Garland",5051,"DONALD TRUMP","Republican",26087,40805
"AR","Garland",5051,"OTHER","Other",2407,40805
"AR","Grant",5053,"HILLARY CLINTON","Democrat",1373,7445
"AR","Grant",5053,"DONALD TRUMP","Republican",5725,7445
"AR","Grant",5053,"OTHER","Other",347,7445
"AR","Greene",5055,"HILLARY CLINTON","Democrat",3071,14600
"AR","Greene",5055,"DONALD TRUMP","Republican",10720,14600
"AR","Greene",5055,"OTHER","Other",809,14600
"AR","Hempstead",5057,"HILLARY CLINTON","Democrat",2377,7049
"AR","Hempstead",5057,"DONALD TRUMP","Republican",4401,7049
"AR","Hempstead",5057,"OTHER","Other",271,7049
"AR","Hot Spring",5059,"HILLARY CLINTON","Democrat",3149,11944
"AR","Hot Spring",5059,"DONALD TRUMP","Republican",8172,11944
"AR","Hot Spring",5059,"OTHER","Other",623,11944
"AR","Howard",5061,"HILLARY CLINTON","Democrat",1351,4674
"AR","Howard",5061,"DONALD TRUMP","Republican",3157,4674
"AR","Howard",5061,"OTHER","Other",166,4674
"AR","Independence",5063,"HILLARY CLINTON","Democrat",2881,13614
"AR","Independence",5063,"DONALD TRUMP","Republican",9936,13614
"AR","Independence",5063,"OTHER","Other",797,13614
"AR","Izard",5065,"HILLARY CLINTON","Democrat",1113,5448
"AR","Izard",5065,"DONALD TRUMP","Republican",4042,5448
"AR","Izard",5065,"OTHER","Other",293,5448
"AR","Jackson",5067,"HILLARY CLINTON","Democrat",1583,5156
"AR","Jackson",5067,"DONALD TRUMP","Republican",3267,5156
"AR","Jackson",5067,"OTHER","Other",306,5156
"AR","Jefferson",5069,"HILLARY CLINTON","Democrat",15772,25894
"AR","Jefferson",5069,"DONALD TRUMP","Republican",9250,25894
"AR","Jefferson",5069,"OTHER","Other",872,25894
"AR","Johnson",5071,"HILLARY CLINTON","Democrat",2427,9112
"AR","Johnson",5071,"DONALD TRUMP","Republican",6091,9112
"AR","Johnson",5071,"OTHER","Other",594,9112
"AR","Lafayette",5073,"HILLARY CLINTON","Democrat",1032,2860
"AR","Lafayette",5073,"DONALD TRUMP","Republican",1758,2860
"AR","Lafayette",5073,"OTHER","Other",70,2860
"AR","Lawrence",5075,"HILLARY CLINTON","Democrat",1263,5685
"AR","Lawrence",5075,"DONALD TRUMP","Republican",4064,5685
"AR","Lawrence",5075,"OTHER","Other",358,5685
"AR","Lee",5077,"HILLARY CLINTON","Democrat",1735,3026
"AR","Lee",5077,"DONALD TRUMP","Republican",1229,3026
"AR","Lee",5077,"OTHER","Other",62,3026
"AR","Lincoln",5079,"HILLARY CLINTON","Democrat",1252,3826
"AR","Lincoln",5079,"DONALD TRUMP","Republican",2455,3826
"AR","Lincoln",5079,"OTHER","Other",119,3826
"AR","Little River",5081,"HILLARY CLINTON","Democrat",1397,5227
"AR","Little River",5081,"DONALD TRUMP","Republican",3605,5227
"AR","Little River",5081,"OTHER","Other",225,5227
"AR","Logan",5083,"HILLARY CLINTON","Democrat",1715,7921
"AR","Logan",5083,"DONALD TRUMP","Republican",5746,7921
"AR","Logan",5083,"OTHER","Other",460,7921
"AR","Lonoke",5085,"HILLARY CLINTON","Democrat",5664,27100
"AR","Lonoke",5085,"DONALD TRUMP","Republican",19958,27100
"AR","Lonoke",5085,"OTHER","Other",1478,27100
"AR","Madison",5087,"HILLARY CLINTON","Democrat",1588,6841
"AR","Madison",5087,"DONALD TRUMP","Republican",4928,6841
"AR","Madison",5087,"OTHER","Other",325,6841
"AR","Marion",5089,"HILLARY CLINTON","Democrat",1434,7107
"AR","Marion",5089,"DONALD TRUMP","Republican",5336,7107
"AR","Marion",5089,"OTHER","Other",337,7107
"AR","Miller",5091,"HILLARY CLINTON","Democrat",4273,16091
"AR","Miller",5091,"DONALD TRUMP","Republican",11294,16091
"AR","Miller",5091,"OTHER","Other",524,16091
"AR","Mississippi",5093,"HILLARY CLINTON","Democrat",5670,13204
"AR","Mississippi",5093,"DONALD TRUMP","Republican",7061,13204
"AR","Mississippi",5093,"OTHER","Other",473,13204
"AR","Monroe",5095,"HILLARY CLINTON","Democrat",1312,2884
"AR","Monroe",5095,"DONALD TRUMP","Republican",1489,2884
"AR","Monroe",5095,"OTHER","Other",83,2884
"AR","Montgomery",5097,"HILLARY CLINTON","Democrat",748,3559
"AR","Montgomery",5097,"DONALD TRUMP","Republican",2643,3559
"AR","Montgomery",5097,"OTHER","Other",168,3559
"AR","Nevada",5099,"HILLARY CLINTON","Democrat",1157,3246
"AR","Nevada",5099,"DONALD TRUMP","Republican",2000,3246
"AR","Nevada",5099,"OTHER","Other",89,3246
"AR","Newton",5101,"HILLARY CLINTON","Democrat",699,3753
"AR","Newton",5101,"DONALD TRUMP","Republican",2875,3753
"AR","Newton",5101,"OTHER","Other",179,3753
"AR","Ouachita",5103,"HILLARY CLINTON","Democrat",4321,9935
"AR","Ouachita",5103,"DONALD TRUMP","Republican",5351,9935
"AR","Ouachita",5103,"OTHER","Other",263,9935
"AR","Perry",5105,"HILLARY CLINTON","Democrat",1049,4306
"AR","Perry",5105,"DONALD TRUMP","Republican",3008,4306
"AR","Perry",5105,"OTHER","Other",249,4306
"AR","Phillips",5107,"HILLARY CLINTON","Democrat",4310,6953
"AR","Phillips",5107,"DONALD TRUMP","Republican",2446,6953
"AR","Phillips",5107,"OTHER","Other",197,6953
"AR","Pike",5109,"HILLARY CLINTON","Democrat",685,3981
"AR","Pike",5109,"DONALD TRUMP","Republican",3150,3981
"AR","Pike",5109,"OTHER","Other",146,3981
"AR","Poinsett",5111,"HILLARY CLINTON","Democrat",1880,7722
"AR","Poinsett",5111,"DONALD TRUMP","Republican",5502,7722
"AR","Poinsett",5111,"OTHER","Other",340,7722
"AR","Polk",5113,"HILLARY CLINTON","Democrat",1212,8231
"AR","Polk",5113,"DONALD TRUMP","Republican",6618,8231
"AR","Polk",5113,"OTHER","Other",401,8231
"AR","Pope",5115,"HILLARY CLINTON","Democrat",5000,22569
"AR","Pope",5115,"DONALD TRUMP","Republican",16256,22569
"AR","Pope",5115,"OTHER","Other",1313,22569
"AR","Prairie",5117,"HILLARY CLINTON","Democrat",814,3444
"AR","Prairie",5117,"DONALD TRUMP","Republican",2505,3444
"AR","Prairie",5117,"OTHER","Other",125,3444
"AR","Pulaski",5119,"HILLARY CLINTON","Democrat",89574,159776
"AR","Pulaski",5119,"DONALD TRUMP","Republican",61257,159776
"AR","Pulaski",5119,"OTHER","Other",8945,159776
"AR","Randolph",5121,"HILLARY CLINTON","Democrat",1425,6379
"AR","Randolph",5121,"DONALD TRUMP","Republican",4509,6379
"AR","Randolph",5121,"OTHER","Other",445,6379
"AR","St. Francis",5123,"HILLARY CLINTON","Democrat",4031,7430
"AR","St. Francis",5123,"DONALD TRUMP","Republican",3195,7430
"AR","St. Francis",5123,"OTHER","Other",204,7430
"AR","Saline",5125,"HILLARY CLINTON","Democrat",13256,52100
"AR","Saline",5125,"DONALD TRUMP","Republican",35863,52100
"AR","Saline",5125,"OTHER","Other",2981,52100
"AR","Scott",5127,"HILLARY CLINTON","Democrat",602,3510
"AR","Scott",5127,"DONALD TRUMP","Republican",2731,3510
"AR","Scott",5127,"OTHER","Other",177,3510
"AR","Searcy",5129,"HILLARY CLINTON","Democrat",601,3728
"AR","Searcy",5129,"DONALD TRUMP","Republican",2955,3728
"AR","Searcy",5129,"OTHER","Other",172,3728
"AR","Sebastian",5131,"HILLARY CLINTON","Democrat",12300,44637
"AR","Sebastian",5131,"DONALD TRUMP","Republican",29127,44637
