"FIPS","Admin2","Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","Combined_Key","Incidence_Rate","Case.Fatality_Ratio"
NA,"","Vasterbotten","Sweden","2020-11-04 05:25:09",65.3337,16.5162,1513,31,0,1482,"Vasterbotten, Sweden",556.790414225572,2.04890945142102
NA,"","Vasternorrland","Sweden","2020-11-04 05:25:09",63.4276,17.7292,2212,138,0,2074,"Vasternorrland, Sweden",901.580210884992,6.23869801084991
NA,"","Vastmanland","Sweden","2020-11-04 05:25:09",59.6714,16.2159,4113,185,0,3928,"Vastmanland, Sweden",1491.05475901321,4.49793338195964
NA,"","Vastra Gotaland","Sweden","2020-11-04 05:25:09",58.2528,13.0596,26260,879,0,25381,"Vastra Gotaland, Sweden",1521.54175171985,3.34729626808835
NA,"","","Switzerland","2020-11-04 05:25:09",46.8182,8.2275,182303,2582,83400,96321,"Switzerland",2106.42457009657,1.41632337372397
NA,"","","Syria","2020-11-04 05:25:09",34.802075,38.996815,5888,298,2100,3490,"Syria",33.6444511768901,5.06114130434783
NA,"","","Taiwan*","2020-11-04 05:25:09",23.7,121,567,7,521,39,"Taiwan*",2.38067496543928,1.23456790123457
NA,"","","Tajikistan","2020-11-04 05:25:09",38.861,71.2761,11096,82,10389,625,"Tajikistan",116.339028032296,0.739005046863735
NA,"","","Tanzania","2020-11-04 05:25:09",-6.369028,34.888822,509,21,183,305,"Tanzania",0.852107987092757,4.12573673870334
NA,"","","Thailand","2020-11-04 05:25:09",15.870032,100.992541,3797,59,3612,133,"Thailand",5.44985845124478,1.55099894847529
NA,"","","Timor-Leste","2020-11-04 05:25:09",-8.874217,125.727539,30,0,29,1,"Timor-Leste",2.27541294952679,0
NA,"","","Togo","2020-11-04 05:25:09",8.6195,0.8248,2381,57,1691,633,"Togo",28.7604256542997,2.39395212095758
NA,"","","Trinidad and Tobago","2020-11-04 05:25:09",10.6918,-61.2225,5754,110,4929,715,"Trinidad and Tobago",411.149482204602,1.91171359054571
NA,"","","Tunisia","2020-11-04 05:25:09",33.886917,9.537499,63126,1483,5032,56611,"Tunisia",534.123363662316,2.34926971453918
NA,"","","Turkey","2020-11-04 05:25:09",38.9637,35.2433,382118,10481,328824,42813,"Turkey",453.073544197495,2.74287000350677
1001,"Autauga","Alabama","US","2020-11-04 05:25:09",32.53952745,-86.64408227,2210,31,0,2179,"Autauga, Alabama, US",3955.68204191949,1.4027149321267
1003,"Baldwin","Alabama","US","2020-11-04 05:25:09",30.72774991,-87.72207058,7054,74,0,6980,"Baldwin, Alabama, US",3159.91291649122,1.0490501842926
1005,"Barbour","Alabama","US","2020-11-04 05:25:09",31.868263,-85.3871286,1077,9,0,1068,"Barbour, Alabama, US",4362.79672688974,0.835654596100279
1007,"Bibb","Alabama","US","2020-11-04 05:25:09",32.99642064,-87.1251146,900,15,0,885,"Bibb, Alabama, US",4018.93364294007,1.66666666666667
1009,"Blount","Alabama","US","2020-11-04 05:25:09",33.98210918,-86.56790593,2204,25,0,2179,"Blount, Alabama, US",3811.43430290873,1.13430127041742
1011,"Bullock","Alabama","US","2020-11-04 05:25:09",32.10030533,-85.71265535,658,17,0,641,"Bullock, Alabama, US",6514.20651420651,2.58358662613982
1013,"Butler","Alabama","US","2020-11-04 05:25:09",31.75300095,-86.68057478,1032,41,0,991,"Butler, Alabama, US",5306.45824763472,3.97286821705426
1015,"Calhoun","Alabama","US","2020-11-04 05:25:09",33.77483727,-85.82630386,4996,65,0,4931,"Calhoun, Alabama, US",4397.69376347872,1.30104083266613
1017,"Chambers","Alabama","US","2020-11-04 05:25:09",32.91360079,-85.39072749,1449,47,0,1402,"Chambers, Alabama, US",4357.3705418897,3.24361628709455
1019,"Cherokee","Alabama","US","2020-11-04 05:25:09",34.17805983,-85.60638968,819,15,0,804,"Cherokee, Alabama, US",3126.43151626202,1.83150183150183
1021,"Chilton","Alabama","US","2020-11-04 05:25:09",32.85044126,-86.7173256,1976,33,0,1943,"Chilton, Alabama, US",4447.64562888269,1.67004048582996
1023,"Choctaw","Alabama","US","2020-11-04 05:25:09",32.02227341,-88.2656443,397,12,0,385,"Choctaw, Alabama, US",3153.54674716022,3.02267002518892
1025,"Clarke","Alabama","US","2020-11-04 05:25:09",31.68099859,-87.83548597,1414,17,0,1397,"Clarke, Alabama, US",5985.94530522394,1.2022630834512
1027,"Clay","Alabama","US","2020-11-04 05:25:09",33.26984193,-85.85836077,793,13,0,780,"Clay, Alabama, US",5991.68870419343,1.63934426229508
1029,"Cleburne","Alabama","US","2020-11-04 05:25:09",33.67679204,-85.52005899,605,9,0,596,"Cleburne, Alabama, US",4057.67940979209,1.48760330578512
1031,"Coffee","Alabama","US","2020-11-04 05:25:09",31.39932826,-85.98901039,1909,11,0,1898,"Coffee, Alabama, US",3647.16671124527,0.576217915138816
1033,"Colbert","Alabama","US","2020-11-04 05:25:09",34.69847452,-87.80168544,2357,32,0,2325,"Colbert, Alabama, US",4266.75838598143,1.3576580398812
1035,"Conecuh","Alabama","US","2020-11-04 05:25:09",31.43401703,-86.99320044,590,13,0,577,"Conecuh, Alabama, US",4889.36769702494,2.20338983050847
1037,"Coosa","Alabama","US","2020-11-04 05:25:09",32.93690146,-86.24847739,234,3,0,231,"Coosa, Alabama, US",2194.50436087405,1.28205128205128
1039,"Covington","Alabama","US","2020-11-04 05:25:09",31.2477854,-86.45050893,1901,30,0,1871,"Covington, Alabama, US",5131.04267321655,1.57811678064177
1041,"Crenshaw","Alabama","US","2020-11-04 05:25:09",31.72941803,-86.31593104,629,30,0,599,"Crenshaw, Alabama, US",4567.23787394714,4.76947535771065
1043,"Cullman","Alabama","US","2020-11-04 05:25:09",34.13020303,-86.86888037,2947,25,0,2922,"Cullman, Alabama, US",3518.04985197211,0.848320325755005
1045,"Dale","Alabama","US","2020-11-04 05:25:09",31.43037123,-85.61095742,1972,52,0,1920,"Dale, Alabama, US",4010.41242983812,2.6369168356998
1047,"Dallas","Alabama","US","2020-11-04 05:25:09",32.32688101,-87.1086671,1942,27,0,1915,"Dallas, Alabama, US",5220.99150446285,1.3903192584964
1049,"DeKalb","Alabama","US","2020-11-04 05:25:09",34.45946862,-85.80782906,3768,30,0,3738,"DeKalb, Alabama, US",5268.97207500734,0.796178343949045
1051,"Elmore","Alabama","US","2020-11-04 05:25:09",32.59785413,-86.14415284,3362,59,0,3303,"Elmore, Alabama, US",4139.93522885394,1.75490779298037
1053,"Escambia","Alabama","US","2020-11-04 05:25:09",31.1256789,-87.15918694,1799,31,0,1768,"Escambia, Alabama, US",4910.87271039773,1.72317954419122
1055,"Etowah","Alabama","US","2020-11-04 05:25:09",34.04567266,-86.04051873,4704,54,0,4650,"Etowah, Alabama, US",4599.67927406422,1.14795918367347
1057,"Fayette","Alabama","US","2020-11-04 05:25:09",33.72076938,-87.73886638,627,15,0,612,"Fayette, Alabama, US",3846.15384615385,2.39234449760766
1059,"Franklin","Alabama","US","2020-11-04 05:25:09",34.44235334,-87.84289505,2197,32,0,2165,"Franklin, Alabama, US",7005.29302978126,1.45653163404643
1061,"Geneva","Alabama","US","2020-11-04 05:25:09",31.09389027,-85.83572839,993,7,0,986,"Geneva, Alabama, US",3779.83327623615,0.704934541792548
1063,"Greene","Alabama","US","2020-11-04 05:25:09",32.85504247,-87.95684022,353,17,0,336,"Greene, Alabama, US",4352.1144125262,4.81586402266289
1065,"Hale","Alabama","US","2020-11-04 05:25:09",32.76039258,-87.63284988,815,30,0,785,"Hale, Alabama, US",5562.76022114531,3.68098159509202
1067,"Henry","Alabama","US","2020-11-04 05:25:09",31.51148016,-85.24267944,765,6,0,759,"Henry, Alabama, US",4446.3818657367,0.784313725490196
1069,"Houston","Alabama","US","2020-11-04 05:25:09",31.15197924,-85.29939599,4382,35,0,4347,"Houston, Alabama, US",4138.56935078672,0.798722044728435
1071,"Jackson","Alabama","US","2020-11-04 05:25:09",34.78144169,-85.99750489,2374,19,0,2355,"Jackson, Alabama, US",4598.45814124666,0.80033698399326
1073,"Jefferson","Alabama","US","2020-11-04 05:25:09",33.55554728,-86.895063,24866,388,0,24478,"Jefferson, Alabama, US",3775.73936374555,1.56036354862061
1075,"Lamar","Alabama","US","2020-11-04 05:25:09",33.77995024,-88.09668032,538,7,0,531,"Lamar, Alabama, US",3897.13871785585,1.30111524163569
1077,"Lauderdale","Alabama","US","2020-11-04 05:25:09",34.90171875,-87.65624729,2820,43,0,2777,"Lauderdale, Alabama, US",3041.11982227782,1.52482269503546
1079,"Lawrence","Alabama","US","2020-11-04 05:25:09",34.52041498,-87.31069453,971,33,0,938,"Lawrence, Alabama, US",2949.21637711092,3.39855818743563
1081,"Lee","Alabama","US","2020-11-04 05:25:09",32.60154883,-85.35132246,6770,65,0,6705,"Lee, Alabama, US",4114.45102162366,0.960118168389956
1083,"Limestone","Alabama","US","2020-11-04 05:25:09",34.81185586,-86.98310072,3207,34,0,3173,"Limestone, Alabama, US",3242.17762725572,1.06018085438104
1085,"Lowndes","Alabama","US","2020-11-04 05:25:09",32.1597283,-86.65158371,734,29,0,705,"Lowndes, Alabama, US",7546.78182192062,3.95095367847411
1087,"Macon","Alabama","US","2020-11-04 05:25:09",32.38759944,-85.69267724,587,21,0,566,"Macon, Alabama, US",3248.8377241532,3.57751277683135
1089,"Madison","Alabama","US","2020-11-04 05:25:09",34.76327133,-86.55069633,9929,101,0,9828,"Madison, Alabama, US",2662.57987873717,1.01722227817504
1091,"Marengo","Alabama","US","2020-11-04 05:25:09",32.24767634,-87.78796182,1072,24,0,1048,"Marengo, Alabama, US",5683.08328473732,2.23880597014925
1093,"Marion","Alabama","US","2020-11-04 05:25:09",34.13697363,-87.88704173,1172,31,0,1141,"Marion, Alabama, US",3944.93251203339,2.64505119453925
1095,"Marshall","Alabama","US","2020-11-04 05:25:09",34.36975964,-86.30486727,4671,53,0,4618,"Marshall, Alabama, US",4826.70965341931,1.13466067223293
1097,"Mobile","Alabama","US","2020-11-04 05:25:09",30.78472347,-88.20842409,17487,323,0,17164,"Mobile, Alabama, US",4231.98857723676,1.84708640704523
1099,"Monroe","Alabama","US","2020-11-04 05:25:09",31.56729412,-87.36995001,676,10,0,666,"Monroe, Alabama, US",3260.50258042734,1.4792899408284
1101,"Montgomery","Alabama","US","2020-11-04 05:25:09",32.2206831,-86.20969272,10868,211,0,10657,"Montgomery, Alabama, US",4798.53059350247,1.94147957305852
1103,"Morgan","Alabama","US","2020-11-04 05:25:09",34.45500589,-86.85475946,4664,37,0,4627,"Morgan, Alabama, US",3897.09138612455,0.793310463121784
80001,"Out of AL","Alabama","US","2020-11-04 05:25:09",NA,NA,0,0,0,0,"Out of AL, Alabama, US",NA,NA
1105,"Perry","Alabama","US","2020-11-04 05:25:09",32.64048341,-87.29770589,608,6,0,602,"Perry, Alabama, US",6813.85184355038,0.986842105263158
1107,"Pickens","Alabama","US","2020-11-04 05:25:09",33.28094866,-88.08818103,958,18,0,940,"Pickens, Alabama, US",4806.82388359257,1.87891440501044
1109,"Pike","Alabama","US","2020-11-04 05:25:09",31.80396383,-85.9408295,1406,14,0,1392,"Pike, Alabama, US",4245.93827384188,0.995732574679943
1111,"Randolph","Alabama","US","2020-11-04 05:25:09",33.29526734,-85.45708831,877,16,0,861,"Randolph, Alabama, US",3859.69544934425,1.82440136830103
1113,"Russell","Alabama","US","2020-11-04 05:25:09",32.28725256,-85.18415324,2004,3,0,2001,"Russell, Alabama, US",3457.49728265558,0.149700598802395
1117,"Shelby","Alabama","US","2020-11-04 05:25:09",33.26879845,-86.66232561,7950,70,0,7880,"Shelby, Alabama, US",3651.78087477377,0.880503144654088
1115,"St. Clair","Alabama","US","2020-11-04 05:25:09",33.71902176,-86.31029372,3353,46,0,3307,"St. Clair, Alabama, US",3745.86647600322,1.37190575603937
1119,"Sumter","Alabama","US","2020-11-04 05:25:09",32.59117397,-88.19916205,489,21,0,468,"Sumter, Alabama, US",3934.9802848636,4.29447852760736
1121,"Talladega","Alabama","US","2020-11-04 05:25:09",33.37823223,-86.16886178,2863,38,0,2825,"Talladega, Alabama, US",3579.73442696742,1.32727907789032
1123,"Tallapoosa","Alabama","US","2020-11-04 05:25:09",32.86698258,-85.79833053,1424,87,0,1337,"Tallapoosa, Alabama, US",3527.63395843139,6.10955056179775
1125,"Tuscaloosa","Alabama","US","2020-11-04 05:25:09",33.28726072,-87.52556818,10919,145,0,10774,"Tuscaloosa, Alabama, US",5215.54297723962,1.32796043593736
90001,"Unassigned","Alabama","US","2020-11-04 05:25:09",NA,NA,0,0,0,0,"Unassigned, Alabama, US",NA,NA
1127,"Walker","Alabama","US","2020-11-04 05:25:09",33.80270512,-87.30027177,3050,95,0,2955,"Walker, Alabama, US",4801.56168826058,3.11475409836066
1129,"Washington","Alabama","US","2020-11-04 05:25:09",31.4092794,-88.20689944,786,12,0,774,"Washington, Alabama, US",4814.40646821022,1.52671755725191
1131,"Wilcox","Alabama","US","2020-11-04 05:25:09",31.98773215,-87.30891118,580,12,0,568,"Wilcox, Alabama, US",5591.43931360262,2.06896551724138
1133,"Winston","Alabama","US","2020-11-04 05:25:09",34.15030532,-87.37325922,1001,13,0,988,"Winston, Alabama, US",4236.31977654577,1.2987012987013
2013,"Aleutians East","Alaska","US","2020-11-04 05:25:09",55.32222414,-161.9722021,17,0,0,17,"Aleutians East, Alaska, US",509.439616421936,0
2016,"Aleutians West","Alaska","US","2020-11-04 05:25:09",52.3233,-174.1596,101,0,0,101,"Aleutians West, Alaska, US",1792.68725594604,0
2020,"Anchorage","Alaska","US","2020-11-04 05:25:09",61.14998174,-149.1426986,8922,51,0,8871,"Anchorage, Alaska, US",3097.91666666667,0.571620712844654
2050,"Bethel","Alaska","US","2020-11-04 05:25:09",60.90980451,-159.8561831,524,1,0,523,"Bethel, Alaska, US",2849.99456107908,0.190839694656489
2060,"Bristol Bay","Alaska","US","2020-11-04 05:25:09",58.74513976,-156.701064,0,0,0,0,"Bristol Bay, Alaska, US",0,NA
2164,"Bristol Bay plus Lake and Peninsula","Alaska","US","2020-11-04 05:25:09",58.62403337,-156.2140589,115,0,0,115,"Bristol Bay plus Lake and Peninsula, Alaska, US",4736.40856672158,0
2068,"Denali","Alaska","US","2020-11-04 05:25:09",63.67264044,-150.0076108,32,0,0,32,"Denali, Alaska, US",1525.98950882213,0
2070,"Dillingham","Alaska","US","2020-11-04 05:25:09",59.79603738,-158.2381942,63,0,0,63,"Dillingham, Alaska, US",1281.52969894223,0
2090,"Fairbanks North Star","Alaska","US","2020-11-04 05:25:09",64.80726247,-146.5692662,2394,16,0,2378,"Fairbanks North Star, Alaska, US",2471.8892296255,0.668337510442774
2100,"Haines","Alaska","US","2020-11-04 05:25:09",59.09893571,-135.4679843,14,0,0,14,"Haines, Alaska, US",553.359683794466,0
2110,"Juneau","Alaska","US","2020-11-04 05:25:09",58.45031811,-134.200436,614,3,0,611,"Juneau, Alaska, US",1920.31025207981,0.488599348534202
2122,"Kenai Peninsula","Alaska","US","2020-11-04 05:25:09",60.24429722,-151.5388884,1159,4,0,1155,"Kenai Peninsula, Alaska, US",1974.17728418614,0.345125107851596
2130,"Ketchikan Gateway","Alaska","US","2020-11-04 05:25:09",55.57445008,-130.975561,92,0,0,92,"Ketchikan Gateway, Alaska, US",661.822890439537,0
2150,"Kodiak Island","Alaska","US","2020-11-04 05:25:09",57.65529415,-153.7493579,124,0,0,124,"Kodiak Island, Alaska, US",953.992921987998,0
2158,"Kusilvak","Alaska","US","2020-11-04 05:25:09",62.1542916,-163.3967883,278,0,0,278,"Kusilvak, Alaska, US",3343.75751744046,0
2170,"Matanuska-Susitna","Alaska","US","2020-11-04 05:25:09",62.31305045,-149.5741743,1632,3,0,1629,"Matanuska-Susitna, Alaska, US",1506.68870075796,0.183823529411765
2180,"Nome","Alaska","US","2020-11-04 05:25:09",64.90320724,-164.0353804,142,0,0,142,"Nome, Alaska, US",1419.43222710916,0
2185,"North Slope","Alaska","US","2020-11-04 05:25:09",69.31479216,-153.4836093,286,0,0,286,"North Slope, Alaska, US",2908.86899918633,0
2188,"Northwest Arctic","Alaska","US","2020-11-04 05:25:09",67.04919196,-159.7503946,273,0,0,273,"Northwest Arctic, Alaska, US",3582.20705944102,0
2195,"Petersburg","Alaska","US","2020-11-04 05:25:09",57.13978948,-132.9540995,20,1,0,19,"Petersburg, Alaska, US",612.369871402327,5
2198,"Prince of Wales-Hyder","Alaska","US","2020-11-04 05:25:09",55.76261984,-133.0511621,35,1,0,34,"Prince of Wales-Hyder, Alaska, US",564.243108173464,2.85714285714286
2220,"Sitka","Alaska","US","2020-11-04 05:25:09",57.24124555,-135.3206587,83,0,0,83,"Sitka, Alaska, US",977.275403273284,0
2230,"Skagway","Alaska","US","2020-11-04 05:25:09",59.56149996,-135.3337748,7,0,0,7,"Skagway, Alaska, US",591.715976331361,0
2240,"Southeast Fairbanks","Alaska","US","2020-11-04 05:25:09",63.87692095,-143.2127643,92,1,0,91,"Southeast Fairbanks, Alaska, US",1334.68736399246,1.08695652173913
90002,"Unassigned","Alaska","US","2020-11-04 05:25:09",NA,NA,71,0,0,71,"Unassigned, Alaska, US",NA,0
2261,"Valdez-Cordova","Alaska","US","2020-11-04 05:25:09",61.47502768,-144.7126799,0,0,0,0,"Valdez-Cordova, Alaska, US",0,NA
2275,"Wrangell","Alaska","US","2020-11-04 05:25:09",56.3202004,-132.0583731,19,0,0,19,"Wrangell, Alaska, US",759.392486011191,0
2282,"Yakutat","Alaska","US","2020-11-04 05:25:09",59.8909808,-140.3601451,37,0,0,37,"Yakutat, Alaska, US",1356.80234690136,0
2290,"Yukon-Koyukuk","Alaska","US","2020-11-04 05:25:09",65.50815459,-151.3907387,124,2,0,122,"Yukon-Koyukuk, Alaska, US",2370.93690248566,1.61290322580645
4001,"Apache","Arizona","US","2020-11-04 05:25:09",35.39465006,-109.4892383,4042,174,0,3868,"Apache, Arizona, US",5622.71342523683,4.30479960415636
4003,"Cochise","Arizona","US","2020-11-04 05:25:09",31.87934684,-109.7516088,2256,75,0,2181,"Cochise, Arizona, US",1791.58526707009,3.32446808510638
4005,"Coconino","Arizona","US","2020-11-04 05:25:09",35.83883429,-111.7707178,5470,149,0,5321,"Coconino, Arizona, US",3812.48431793471,2.72394881170018
4007,"Gila","Arizona","US","2020-11-04 05:25:09",33.80190085,-110.8132779,2034,72,0,1962,"Gila, Arizona, US",3765.41152949017,3.53982300884956
4009,"Graham","Arizona","US","2020-11-04 05:25:09",32.93166885,-109.8882178,1307,31,0,1276,"Graham, Arizona, US",3365.34747792054,2.37184391736802
4011,"Greenlee","Arizona","US","2020-11-04 05:25:09",33.21498827,-109.2405279,104,2,0,102,"Greenlee, Arizona, US",1094.9673615498,1.92307692307692
4012,"La Paz","Arizona","US","2020-11-04 05:25:09",33.72854224,-113.9810029,630,18,0,612,"La Paz, Arizona, US",2984.65036952814,2.85714285714286
4013,"Maricopa","Arizona","US","2020-11-04 05:25:09",33.34835867,-112.4918154,161154,3632,0,157522,"Maricopa, Arizona, US",3592.84561023798,2.25374486516003
4015,"Mohave","Arizona","US","2020-11-04 05:25:09",35.70471703,-113.7577902,4538,235,0,4303,"Mohave, Arizona, US",2138.74003798644,5.17849272807404
4017,"Navajo","Arizona","US","2020-11-04 05:25:09",35.3997715,-110.3218983,6579,243,0,6336,"Navajo, Arizona, US",5931.08795211136,3.69357045143639
80004,"Out of AZ","Arizona","US","2020-11-04 05:25:09",NA,NA,0,0,0,0,"Out of AZ, Arizona, US",NA,NA
4019,"Pima","Arizona","US","2020-11-04 05:25:09",32.0971334,-111.7890033,29141,646,0,28495,"Pima, Arizona, US",2782.54409760914,2.21680793383892
4021,"Pinal","Arizona","US","2020-11-04 05:25:09",32.90525627,-111.3449483,12312,228,0,12084,"Pinal, Arizona, US",2660.39166877346,1.85185185185185
4023,"Santa Cruz","Arizona","US","2020-11-04 05:25:09",31.52508998,-110.8479088,3078,65,0,3013,"Santa Cruz, Arizona, US",6619.63955438944,2.11176088369071
90004,"Unassigned","Arizona","US","2020-11-04 05:25:09",NA,NA,0,0,0,0,"Unassigned, Arizona, US",NA,NA
4025,"Yavapai","Arizona","US","2020-11-04 05:25:09",34.59933926,-112.5538588,3102,91,0,3011,"Yavapai, Arizona, US",1319.44414906061,2.93359123146357
4027,"Yuma","Arizona","US","2020-11-04 05:25:09",32.76895712,-113.9066674,14071,359,0,13712,"Yuma, Arizona, US",6581.7846735302,2.55134674152512
5001,"Arkansas","Arkansas","US","2020-11-04 05:25:09",34.29145151,-91.37277296,734,20,0,714,"Arkansas, Arkansas, US",4197.64382934919,2.72479564032698
5003,"Ashley","Arkansas","US","2020-11-04 05:25:09",33.19153461,-91.7698471,580,13,0,567,"Ashley, Arkansas, US",2950.60283868342,2.24137931034483
5005,"Baxter","Arkansas","US","2020-11-04 05:25:09",36.28784385,-92.33782872,801,11,0,790,"Baxter, Arkansas, US",1910.23561957455,1.37328339575531
5007,"Benton","Arkansas","US","2020-11-04 05:25:09",36.33644656,-94.25680817,8747,127,0,8620,"Benton, Arkansas, US",3133.54183011453,1.45192637475706
5009,"Boone","Arkansas","US","2020-11-04 05:25:09",36.3084504,-93.09374925,1114,37,0,1077,"Boone, Arkansas, US",2976.06326138064,3.3213644524237
5011,"Bradley","Arkansas","US","2020-11-04 05:25:09",33.46755808,-92.15980837,375,8,0,367,"Bradley, Arkansas, US",3484.15869181455,2.13333333333333
5013,"Calhoun","Arkansas","US","2020-11-04 05:25:09",33.55598792,-92.49974403,60,0,0,60,"Calhoun, Arkansas, US",1156.29215648487,0
5015,"Carroll","Arkansas","US","2020-11-04 05:25:09",36.3403856,-93.54270261,1056,19,0,1037,"Carroll, Arkansas, US",3720.93023255814,1.79924242424242
5017,"Chicot","Arkansas","US","2020-11-04 05:25:09",33.26458973,-91.29539209,1057,23,0,1034,"Chicot, Arkansas, US",10446.7286024906,2.1759697256386
5019,"Clark","Arkansas","US","2020-11-04 05:25:09",34.04613432,-93.17484713,543,6,0,537,"Clark, Arkansas, US",2432.79569892473,1.10497237569061
5021,"Clay","Arkansas","US","2020-11-04 05:25:09",36.36826212,-90.4148172,524,15,0,509,"Clay, Arkansas, US",3601.12707030445,2.86259541984733
5023,"Cleburne","Arkansas","US","2020-11-04 05:25:09",35.53864922,-92.02640019,506,17,0,489,"Cleburne, Arkansas, US",2030.57907620691,3.3596837944664
5025,"Cleveland","Arkansas","US","2020-11-04 05:25:09",33.89723187,-92.18537045,262,13,0,249,"Cleveland, Arkansas, US",3293.11211664153,4.9618320610687
5027,"Columbia","Arkansas","US","2020-11-04 05:25:09",33.21230701,-93.22642793,764,22,0,742,"Columbia, Arkansas, US",3257.02348978983,2.87958115183246
5029,"Conway","Arkansas","US","2020-11-04 05:25:09",35.26205537,-92.70506566,360,4,0,356,"Conway, Arkansas, US",1726.95001439125,1.11111111111111
5031,"Craighead","Arkansas","US","2020-11-04 05:25:09",35.83018283,-90.63235729,5005,50,0,4955,"Craighead, Arkansas, US",4536.30859587427,0.999000999000999
5033,"Crawford","Arkansas","US","2020-11-04 05:25:09",35.58928601,-94.2446814,2224,30,0,2194,"Crawford, Arkansas, US",3515.81643138309,1.34892086330935
5035,"Crittenden","Arkansas","US","2020-11-04 05:25:09",35.21247318,-90.30839406,2561,53,0,2508,"Crittenden, Arkansas, US",5340.42331352309,2.06950409996095
5037,"Cross","Arkansas","US","2020-11-04 05:25:09",35.29631396,-90.77185818,635,22,0,613,"Cross, Arkansas, US",3867.47061331384,3.46456692913386
5039,"Dallas","Arkansas","US","2020-11-04 05:25:09",33.97042763,-92.65167437,188,6,0,182,"Dallas, Arkansas, US",2682.26565843915,3.19148936170213
5041,"Desha","Arkansas","US","2020-11-04 05:25:09",33.83011025,-91.25500948,435,7,0,428,"Desha, Arkansas, US",3828.88830208608,1.60919540229885
5043,"Drew","Arkansas","US","2020-11-04 05:25:09",33.59035001,-91.71777921,444,7,0,437,"Drew, Arkansas, US",2437.0163016631,1.57657657657658
5045,"Faulkner","Arkansas","US","2020-11-04 05:25:09",35.14719007,-92.33717519,3582,41,0,3541,"Faulkner, Arkansas, US",2842.69921512297,1.14461194863205
5047,"Franklin","Arkansas","US","2020-11-04 05:25:09",35.51202821,-93.89299569,585,2,0,583,"Franklin, Arkansas, US",3302.28619813717,0.341880341880342
5049,"Fulton","Arkansas","US","2020-11-04 05:25:09",36.38177105,-91.81729127,351,10,0,341,"Fulton, Arkansas, US",2813.17624428949,2.84900284900285
5051,"Garland","Arkansas","US","2020-11-04 05:25:09",34.57692074,-93.14921604,2666,73,0,2593,"Garland, Arkansas, US",2682.47036805989,2.73818454613653
5053,"Grant","Arkansas","US","2020-11-04 05:25:09",34.29017991,-92.42320562,386,4,0,382,"Grant, Arkansas, US",2113.3315083493,1.03626943005181
5055,"Greene","Arkansas","US","2020-11-04 05:25:09",36.1173546,-90.55832668,1714,20,0,1694,"Greene, Arkansas, US",3781.57749586321,1.16686114352392
5057,"Hempstead","Arkansas","US","2020-11-04 05:25:09",33.73325583,-93.66935133,605,5,0,600,"Hempstead, Arkansas, US",2809.77150287944,0.826446280991736
5059,"Hot Spring","Arkansas","US","2020-11-04 05:25:09",34.31709259,-92.95396325,2302,37,0,2265,"Hot Spring, Arkansas, US",6816.4993633591,1.60729800173762
5061,"Howard","Arkansas","US","2020-11-04 05:25:09",34.09007427,-93.9934871,628,14,0,614,"Howard, Arkansas, US",4756.85502196637,2.22929936305732
5063,"Independence","Arkansas","US","2020-11-04 05:25:09",35.74242707,-91.57001641,1541,60,0,1481,"Independence, Arkansas, US",4074.02511566424,3.89357560025957
5065,"Izard","Arkansas","US","2020-11-04 05:25:09",36.09604046,-91.90847954,685,2,0,683,"Izard, Arkansas, US",5026.04739892875,0.291970802919708
5067,"Jackson","Arkansas","US","2020-11-04 05:25:09",35.59802983,-91.21494602,930,6,0,924,"Jackson, Arkansas, US",5562.53364435672,0.645161290322581
5069,"Jefferson","Arkansas","US","2020-11-04 05:25:09",34.26767081,-91.92619839,4329,102,0,4227,"Jefferson, Arkansas, US",6478.21142104633,2.35620235620236
5071,"Johnson","Arkansas","US","2020-11-04 05:25:09",35.56759135,-93.46036368,1065,9,0,1056,"Johnson, Arkansas, US",4007.07351945218,0.845070422535211
5073,"Lafayette","Arkansas","US","2020-11-04 05:25:09",33.24116713,-93.60677071,207,3,0,204,"Lafayette, Arkansas, US",3125,1.44927536231884
5075,"Lawrence","Arkansas","US","2020-11-04 05:25:09",36.04188196,-91.10867198,902,22,0,880,"Lawrence, Arkansas, US",5497.98854077776,2.4390243902439
5077,"Lee","Arkansas","US","2020-11-04 05:25:09",34.78498904,-90.78383866,1115,18,0,1097,"Lee, Arkansas, US",12588.9127243988,1.61434977578475
5079,"Lincoln","Arkansas","US","2020-11-04 05:25:09",33.95317155,-91.74002806,2339,18,0,2321,"Lincoln, Arkansas, US",17959.1523341523,0.769559640872168
5081,"Little River","Arkansas","US","2020-11-04 05:25:09",33.70375665,-94.23468591,491,37,0,454,"Little River, Arkansas, US",4005.22065421323,7.53564154786151
5083,"Logan","Arkansas","US","2020-11-04 05:25:09",35.21413234,-93.71951016,617,5,0,612,"Logan, Arkansas, US",2874.31286685922,0.810372771474878
5085,"Lonoke","Arkansas","US","2020-11-04 05:25:09",34.75392199,-91.88742357,1898,34,0,1864,"Lonoke, Arkansas, US",2589.0409090289,1.7913593256059
5087,"Madison","Arkansas","US","2020-11-04 05:25:09",36.01038185,-93.72524943,450,6,0,444,"Madison, Arkansas, US",2714.76833976834,1.33333333333333
5089,"Marion","Arkansas","US","2020-11-04 05:25:09",36.26844485,-92.68451899,183,2,0,181,"Marion, Arkansas, US",1096.20222834551,1.09289617486339
